2019/1/20 星期日 12:34:07	正在初始化...已完成
2019/1/20 星期日 17:27:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:27:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:27	[获取结果]12306无响应,自动重试

2019/1/20 星期日 17:28:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:28:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:29:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:30:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:31:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:32:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:32:02	[12306]服务器处理中，正在排队，请耐心等待...
